index,prediction,Usage
4784,157,Public
4785,0,Private
4786,318,Public
4787,0,Private
4788,0,Public
4789,0,Private
4790,0,Private
4791,13,Public
4792,318,Private
4793,180,Public
4794,19,Public
4795,184,Private
4796,74,Public
4797,57,Private
4798,151,Private
4799,340,Public
4800,0,Public
4801,70,Public
4802,22,Public
4803,89,Public
4804,179,Public
4805,0,Private
4806,249,Public
4807,0,Public
4808,4,Private
4809,0,Public
4810,362,Public
4811,348,Public
4812,12,Private
4813,0,Public
4814,83,Public
4815,0,Private
4816,4,Public
4817,331,Public
4818,0,Public
4819,0,Public
4820,0,Public
4821,230,Public
4822,49,Public
4823,179,Public
4824,187,Public
4825,0,Private
4826,245,Public
4827,54,Public
4828,0,Private
4829,40,Public
4830,8,Public
4831,179,Private
4832,281,Public
4833,0,Public
4834,2,Private
4835,0,Public
4836,0,Public
4837,0,Public
4838,362,Public
4839,338,Public
4840,234,Public
4841,31,Public
4842,353,Public
4843,308,Public
4844,89,Public
4845,0,Public
4846,0,Private
4847,353,Public
4848,84,Public
4849,0,Public
4850,82,Private
4851,0,Public
4852,89,Public
4853,179,Public
4854,43,Private
4855,88,Public
4856,180,Public
4857,332,Private
4858,116,Private
4859,35,Private
4860,92,Private
4861,357,Public
4862,68,Public
4863,0,Public
4864,0,Private
4865,0,Public
4866,0,Private
4867,178,Public
4868,0,Public
4869,156,Public
4870,211,Private
4871,48,Private
4872,77,Public
4873,330,Private
4874,128,Public
4875,0,Private
4876,10,Private
4877,168,Private
4878,341,Public
4879,264,Public
4880,98,Public
4881,66,Public
4882,0,Public
4883,55,Private
4884,292,Public
4885,311,Public
4886,0,Private
4887,0,Public
4888,326,Public
4889,207,Public
4890,7,Private
4891,365,Private
4892,355,Private
4893,235,Public
4894,4,Public
4895,15,Private
4896,47,Public
4897,0,Public
4898,318,Public
4899,0,Public
4900,157,Public
4901,5,Public
4902,0,Private
4903,330,Public
4904,0,Public
4905,140,Private
4906,0,Public
4907,166,Public
4908,0,Public
4909,235,Public
4910,232,Public
4911,0,Public
4912,107,Private
4913,137,Public
4914,238,Public
4915,329,Public
4916,0,Private
4917,0,Private
4918,0,Private
4919,0,Private
4920,266,Public
4921,5,Public
4922,150,Public
4923,34,Private
4924,123,Public
4925,326,Public
4926,220,Private
4927,0,Public
4928,289,Private
4929,155,Public
4930,29,Public
4931,31,Private
4932,77,Public
4933,353,Public
4934,365,Private
4935,153,Private
4936,354,Public
4937,0,Public
4938,0,Public
4939,0,Private
4940,53,Private
4941,1,Private
4942,330,Private
4943,365,Public
4944,0,Public
4945,208,Public
4946,16,Public
4947,0,Public
4948,46,Public
4949,0,Private
4950,365,Private
4951,18,Public
4952,129,Public
4953,0,Public
4954,0,Private
4955,6,Private
4956,354,Private
4957,0,Public
4958,0,Public
4959,0,Private
4960,0,Private
4961,364,Public
4962,0,Public
4963,12,Public
4964,365,Private
4965,0,Public
4966,0,Public
4967,0,Private
4968,0,Public
4969,69,Public
4970,2,Private
4971,253,Public
4972,23,Public
4973,11,Private
4974,43,Public
4975,1,Public
4976,0,Public
4977,0,Private
4978,141,Public
4979,15,Public
4980,188,Private
4981,299,Public
4982,189,Public
4983,17,Public
4984,0,Public
4985,357,Public
4986,0,Public
4987,288,Private
4988,0,Public
4989,326,Private
4990,0,Private
4991,0,Public
4992,0,Public
4993,0,Private
4994,158,Public
4995,157,Public
4996,0,Private
4997,5,Public
4998,90,Private
4999,24,Public
5000,66,Private
5001,0,Public
5002,78,Public
5003,209,Private
5004,0,Public
5005,353,Public
5006,365,Public
5007,0,Public
5008,99,Private
5009,94,Public
5010,365,Public
5011,270,Public
5012,0,Private
5013,0,Public
5014,363,Public
5015,365,Public
5016,177,Public
5017,64,Public
5018,345,Public
5019,0,Public
5020,329,Private
5021,0,Public
5022,0,Private
5023,26,Public
5024,348,Public
5025,65,Private
5026,216,Public
5027,0,Private
5028,301,Public
5029,56,Public
5030,0,Public
5031,9,Private
5032,0,Public
5033,36,Public
5034,249,Public
5035,33,Public
5036,28,Public
5037,189,Private
5038,0,Private
5039,1,Public
5040,8,Public
5041,364,Private
5042,3,Public
5043,34,Public
5044,0,Public
5045,200,Public
5046,0,Public
5047,364,Public
5048,58,Public
5049,296,Public
5050,64,Public
5051,254,Public
5052,282,Public
5053,239,Public
5054,0,Private
5055,282,Public
5056,20,Private
5057,76,Private
5058,178,Public
5059,365,Private
5060,46,Private
5061,317,Public
5062,332,Public
5063,0,Private
5064,299,Public
5065,81,Public
5066,0,Private
5067,294,Public
5068,0,Public
5069,175,Public
5070,0,Public
5071,0,Private
5072,341,Public
5073,311,Public
5074,0,Private
5075,91,Private
5076,0,Private
5077,180,Public
5078,223,Private
5079,135,Public
5080,197,Private
5081,0,Private
5082,0,Private
5083,0,Public
5084,328,Public
5085,365,Private
5086,0,Private
5087,68,Public
5088,157,Public
5089,3,Private
5090,309,Public
5091,365,Public
5092,60,Public
5093,364,Public
5094,11,Public
5095,0,Private
5096,308,Public
5097,0,Private
5098,21,Public
5099,0,Private
5100,188,Public
5101,6,Private
5102,135,Private
5103,275,Public
5104,0,Public
5105,8,Private
5106,284,Private
5107,364,Public
5108,0,Private
5109,334,Public
5110,0,Public
5111,0,Public
5112,0,Public
5113,88,Public
5114,0,Public
5115,0,Private
5116,0,Private
5117,151,Public
5118,365,Public
5119,0,Private
5120,1,Public
5121,0,Private
5122,362,Public
5123,36,Public
5124,0,Public
5125,28,Private
5126,0,Public
5127,314,Public
5128,16,Private
5129,0,Private
5130,75,Public
5131,0,Private
5132,188,Private
5133,360,Public
5134,0,Public
5135,15,Public
5136,178,Private
5137,12,Private
5138,0,Public
5139,0,Private
5140,0,Public
5141,0,Private
5142,90,Private
5143,0,Public
5144,363,Public
5145,0,Public
5146,351,Public
5147,341,Public
5148,0,Public
5149,0,Private
5150,285,Private
5151,323,Public
5152,3,Public
5153,147,Public
5154,356,Public
5155,0,Public
5156,242,Private
5157,0,Public
5158,341,Public
5159,0,Public
5160,342,Public
5161,0,Public
5162,0,Public
5163,0,Public
5164,0,Public
5165,341,Private
5166,0,Public
5167,365,Public
5168,5,Public
5169,8,Private
5170,235,Public
5171,4,Public
5172,18,Public
5173,160,Public
5174,0,Public
5175,0,Public
5176,212,Private
5177,0,Public
5178,23,Private
5179,90,Private
5180,0,Public
5181,0,Public
5182,75,Private
5183,0,Private
5184,6,Private
5185,216,Private
5186,0,Public
5187,141,Public
5188,0,Public
5189,0,Public
5190,83,Public
5191,0,Public
5192,309,Private
5193,237,Public
5194,0,Public
5195,0,Public
5196,343,Public
5197,78,Private
5198,0,Public
5199,0,Private
5200,0,Public
5201,0,Private
5202,312,Public
5203,0,Public
5204,0,Private
5205,164,Private
5206,0,Private
5207,300,Private
5208,0,Public
5209,0,Private
5210,0,Public
5211,169,Private
5212,22,Public
5213,346,Public
5214,23,Public
5215,356,Public
5216,289,Public
5217,303,Public
5218,284,Private
5219,2,Public
5220,98,Private
5221,346,Public
5222,102,Public
5223,234,Public
5224,4,Public
5225,0,Private
5226,0,Public
5227,365,Public
5228,121,Private
5229,0,Public
5230,0,Public
5231,0,Public
5232,41,Private
5233,27,Private
5234,0,Private
5235,250,Public
5236,358,Private
5237,321,Public
5238,213,Public
5239,159,Private
5240,172,Public
5241,293,Public
5242,35,Public
5243,269,Public
5244,295,Public
5245,304,Public
5246,334,Private
5247,0,Public
5248,100,Public
5249,0,Public
5250,124,Private
5251,10,Private
5252,281,Private
5253,82,Private
5254,130,Public
5255,312,Public
5256,154,Public
5257,0,Public
5258,0,Private
5259,0,Public
5260,0,Private
5261,167,Public
5262,343,Public
5263,220,Public
5264,191,Private
5265,157,Public
5266,268,Private
5267,26,Public
5268,176,Public
5269,339,Private
5270,57,Public
5271,0,Public
5272,0,Public
5273,0,Public
5274,173,Private
5275,0,Public
5276,20,Private
5277,0,Public
5278,0,Public
5279,0,Private
5280,55,Public
5281,165,Public
5282,0,Public
5283,210,Public
5284,83,Private
5285,0,Private
5286,0,Public
5287,365,Private
5288,0,Public
5289,189,Private
5290,145,Private
5291,349,Public
5292,18,Public
5293,0,Public
5294,0,Private
5295,146,Public
5296,295,Public
5297,174,Private
5298,91,Private
5299,0,Public
5300,0,Private
5301,4,Private
5302,335,Public
5303,365,Private
5304,0,Public
5305,18,Public
5306,0,Public
5307,36,Public
5308,362,Private
5309,0,Private
5310,340,Public
5311,33,Private
5312,107,Public
5313,365,Private
5314,2,Public
5315,101,Public
5316,5,Public
5317,204,Public
5318,27,Public
5319,0,Public
5320,255,Public
5321,40,Public
5322,307,Private
5323,0,Private
5324,4,Public
5325,0,Public
5326,234,Public
5327,0,Private
5328,0,Public
5329,0,Public
5330,133,Public
5331,0,Private
5332,201,Public
5333,167,Public
5334,60,Public
5335,250,Private
5336,0,Public
5337,1,Private
5338,0,Public
5339,5,Public
5340,336,Public
5341,365,Public
5342,0,Public
5343,0,Public
5344,49,Private
5345,0,Public
5346,207,Private
5347,89,Public
5348,0,Public
5349,208,Public
5350,127,Public
5351,0,Private
5352,175,Public
5353,0,Public
5354,300,Public
5355,345,Public
5356,312,Public
5357,206,Public
5358,0,Public
5359,5,Public
5360,365,Private
5361,0,Public
5362,6,Public
5363,68,Public
5364,0,Private
5365,0,Public
5366,87,Public
5367,49,Public
5368,298,Private
5369,0,Private
5370,297,Private
5371,0,Private
5372,0,Public
5373,0,Public
5374,72,Private
5375,0,Public
5376,342,Public
5377,344,Public
5378,257,Private
5379,0,Public
5380,0,Private
5381,0,Private
5382,327,Public
5383,333,Private
5384,0,Private
5385,0,Public
5386,8,Private
5387,13,Public
5388,0,Public
5389,365,Public
5390,290,Private
5391,361,Public
5392,130,Private
5393,0,Public
5394,64,Private
5395,219,Public
5396,28,Public
5397,280,Public
5398,188,Private
5399,0,Public
5400,2,Public
5401,310,Private
5402,339,Public
5403,83,Public
5404,0,Public
5405,30,Private
5406,0,Public
5407,0,Public
5408,0,Private
5409,35,Public
5410,311,Public
5411,0,Public
5412,116,Public
5413,0,Private
5414,0,Private
5415,0,Public
5416,159,Public
5417,0,Public
5418,0,Private
5419,154,Public
5420,185,Private
5421,313,Public
5422,0,Private
5423,308,Public
5424,333,Private
5425,364,Public
5426,0,Public
5427,57,Public
5428,211,Public
5429,48,Public
5430,0,Private
5431,298,Public
5432,17,Public
5433,51,Public
5434,0,Public
5435,16,Public
5436,20,Public
5437,0,Public
5438,270,Private
5439,96,Public
5440,31,Public
5441,63,Public
5442,155,Public
5443,0,Public
5444,81,Public
5445,309,Private
5446,0,Public
5447,0,Public
5448,0,Private
5449,254,Private
5450,192,Private
5451,0,Public
5452,0,Public
5453,0,Public
5454,0,Public
5455,0,Private
5456,0,Public
5457,0,Public
5458,32,Public
5459,0,Public
5460,247,Public
5461,95,Private
5462,67,Public
5463,0,Public
5464,110,Private
5465,157,Public
5466,338,Public
5467,0,Private
5468,209,Public
5469,0,Private
5470,0,Public
5471,15,Private
5472,357,Public
5473,0,Public
5474,216,Private
5475,14,Public
5476,0,Public
5477,82,Private
5478,13,Public
5479,357,Private
5480,77,Private
5481,326,Public
5482,5,Private
5483,278,Public
5484,0,Public
5485,0,Public
5486,0,Public
5487,0,Private
5488,319,Public
5489,88,Private
5490,46,Private
5491,105,Private
5492,0,Public
5493,0,Public
5494,167,Public
5495,0,Public
5496,0,Public
5497,0,Public
5498,248,Public
5499,351,Private
5500,280,Public
5501,356,Public
5502,6,Public
5503,365,Private
5504,220,Public
5505,157,Public
5506,135,Private
5507,7,Public
5508,124,Public
5509,205,Public
5510,304,Private
5511,0,Private
5512,315,Private
5513,20,Public
5514,46,Public
5515,0,Private
5516,6,Public
5517,71,Private
5518,0,Public
5519,0,Private
5520,6,Public
5521,55,Public
5522,84,Public
5523,0,Private
5524,209,Public
5525,60,Public
5526,0,Private
5527,41,Private
5528,0,Public
5529,0,Public
5530,0,Public
5531,10,Public
5532,2,Private
5533,60,Public
5534,174,Public
5535,83,Public
5536,213,Private
5537,0,Private
5538,121,Public
5539,0,Public
5540,53,Public
5541,0,Private
5542,0,Public
5543,284,Public
5544,365,Public
5545,162,Public
5546,0,Public
5547,11,Private
5548,0,Public
5549,0,Public
5550,130,Private
5551,206,Private
5552,275,Public
5553,301,Public
5554,0,Private
5555,50,Private
5556,325,Private
5557,327,Private
5558,167,Public
5559,0,Public
5560,180,Public
5561,274,Public
5562,317,Private
5563,107,Public
5564,81,Private
5565,158,Public
5566,0,Private
5567,365,Private
5568,85,Public
5569,0,Public
5570,0,Public
5571,0,Public
5572,0,Public
5573,0,Public
5574,129,Private
5575,80,Public
5576,0,Private
5577,0,Public
5578,0,Public
5579,340,Public
5580,277,Public
5581,0,Public
5582,351,Public
5583,325,Public
5584,0,Private
5585,327,Public
5586,271,Public
5587,0,Public
5588,0,Public
5589,1,Private
5590,271,Private
5591,139,Private
5592,331,Public
5593,0,Public
5594,341,Public
5595,35,Public
5596,185,Public
5597,0,Private
5598,80,Private
5599,0,Public
5600,0,Public
5601,0,Private
5602,234,Public
5603,63,Public
5604,323,Public
5605,0,Public
5606,57,Public
5607,0,Public
5608,0,Public
5609,71,Private
5610,179,Public
5611,82,Public
5612,31,Public
5613,0,Public
5614,4,Private
5615,61,Public
5616,0,Public
5617,0,Public
5618,29,Public
5619,303,Private
5620,358,Public
5621,356,Private
5622,347,Private
5623,270,Private
5624,266,Private
5625,333,Private
5626,0,Public
5627,321,Private
5628,5,Public
5629,323,Public
5630,318,Public
5631,191,Private
5632,0,Public
5633,158,Public
5634,0,Public
5635,171,Public
5636,88,Public
5637,163,Public
5638,0,Private
5639,81,Public
5640,0,Public
5641,241,Private
5642,35,Public
5643,257,Public
5644,120,Public
5645,0,Private
5646,320,Private
5647,0,Private
5648,301,Public
5649,0,Public
5650,188,Private
5651,0,Private
5652,332,Public
5653,0,Public
5654,0,Private
5655,0,Public
5656,0,Private
5657,0,Public
5658,0,Private
5659,128,Public
5660,2,Public
5661,0,Public
5662,207,Public
5663,42,Private
5664,10,Public
5665,34,Public
5666,0,Public
5667,88,Public
5668,0,Public
5669,0,Private
5670,341,Public
5671,0,Public
5672,365,Public
5673,0,Public
5674,122,Public
5675,14,Private
5676,365,Private
5677,179,Public
5678,0,Public
5679,54,Public
5680,340,Public
5681,0,Public
5682,0,Public
5683,50,Public
5684,0,Private
5685,211,Private
5686,180,Public
5687,164,Public
5688,0,Private
5689,364,Private
5690,0,Private
5691,0,Public
5692,307,Public
5693,15,Public
5694,0,Public
5695,330,Public
5696,99,Public
5697,46,Private
5698,58,Public
5699,205,Public
5700,0,Public
5701,278,Public
5702,18,Private
5703,0,Public
5704,0,Public
5705,275,Public
5706,0,Public
5707,0,Private
5708,90,Private
5709,0,Private
5710,0,Public
5711,0,Public
5712,0,Public
5713,365,Private
5714,0,Public
5715,32,Private
5716,321,Public
5717,0,Private
5718,365,Public
5719,189,Public
5720,354,Public
5721,83,Public
5722,0,Private
5723,0,Public
5724,0,Public
5725,310,Private
5726,16,Private
5727,0,Public
5728,0,Private
5729,72,Public
5730,0,Private
5731,118,Public
5732,359,Public
5733,0,Public
5734,0,Public
5735,0,Public
5736,107,Private
5737,136,Private
5738,344,Public
5739,225,Public
5740,89,Public
5741,334,Private
5742,126,Private
5743,20,Public
5744,119,Private
5745,236,Public
5746,3,Public
5747,327,Public
5748,0,Private
5749,5,Public
5750,311,Public
5751,44,Public
5752,0,Public
5753,3,Public
5754,16,Public
5755,274,Public
5756,0,Public
5757,177,Private
5758,151,Public
5759,74,Public
5760,4,Public
5761,5,Private
5762,0,Public
5763,206,Public
5764,0,Public
5765,88,Public
5766,87,Private
5767,361,Private
5768,203,Private
5769,0,Private
5770,90,Public
5771,28,Public
5772,0,Public
5773,364,Private
5774,0,Private
5775,1,Public
5776,0,Private
5777,337,Public
5778,311,Private
5779,0,Private
5780,57,Public
5781,0,Public
5782,0,Private
5783,210,Public
5784,0,Public
5785,1,Public
5786,149,Public
5787,0,Public
5788,306,Public
5789,5,Public
5790,89,Private
5791,0,Public
5792,49,Public
5793,340,Private
5794,76,Public
5795,266,Public
5796,343,Public
5797,43,Public
5798,96,Private
5799,0,Private
5800,324,Public
5801,7,Private
5802,343,Private
5803,190,Public
5804,226,Public
5805,38,Public
5806,332,Private
5807,365,Private
5808,0,Private
5809,44,Public
5810,0,Public
5811,0,Private
5812,0,Public
5813,0,Public
5814,0,Public
5815,0,Public
5816,0,Private
5817,48,Public
5818,139,Public
5819,19,Private
5820,0,Public
5821,0,Public
5822,7,Private
5823,0,Private
5824,19,Public
5825,0,Public
5826,189,Private
5827,225,Public
5828,8,Private
5829,24,Public
5830,359,Public
5831,142,Public
5832,0,Public
5833,18,Private
5834,360,Private
5835,56,Public
5836,330,Public
5837,365,Public
5838,0,Public
5839,142,Private
5840,6,Private
5841,364,Public
5842,0,Private
5843,345,Public
5844,0,Public
5845,104,Public
5846,0,Private
5847,64,Private
5848,341,Private
5849,0,Public
5850,350,Public
5851,0,Public
5852,326,Private
5853,123,Public
5854,178,Private
5855,364,Public
5856,0,Public
5857,343,Public
5858,13,Public
5859,228,Public
5860,14,Private
5861,87,Public
5862,259,Private
5863,178,Private
5864,188,Public
5865,8,Private
5866,83,Public
5867,356,Private
5868,15,Public
5869,0,Public
5870,342,Public
5871,280,Private
5872,0,Public
5873,331,Public
5874,2,Public
5875,1,Public
5876,0,Public
5877,0,Private
5878,0,Public
5879,0,Public
5880,0,Private
5881,89,Public
5882,294,Public
5883,38,Public
5884,0,Public
5885,0,Private
5886,0,Public
5887,247,Public
5888,119,Private
5889,297,Private
5890,0,Public
5891,0,Public
5892,351,Public
5893,3,Public
5894,301,Private
5895,0,Public
5896,0,Public
5897,0,Public
5898,30,Public
5899,37,Public
5900,249,Private
5901,86,Private
5902,15,Private
5903,362,Public
5904,52,Public
5905,0,Public
5906,0,Public
5907,89,Private
5908,16,Public
5909,7,Public
5910,0,Public
5911,10,Private
5912,288,Private
5913,75,Private
5914,0,Public
5915,0,Public
5916,0,Private
5917,0,Public
5918,98,Public
5919,0,Public
5920,25,Public
5921,0,Private
5922,22,Public
5923,67,Public
5924,0,Public
5925,0,Public
5926,0,Public
5927,0,Public
5928,17,Public
5929,177,Public
5930,37,Public
5931,163,Public
5932,105,Private
5933,0,Private
5934,0,Private
5935,0,Public
5936,0,Private
5937,348,Public
5938,15,Public
5939,0,Public
5940,0,Public
5941,364,Public
5942,358,Public
5943,0,Public
5944,179,Public
5945,0,Private
5946,287,Private
5947,0,Public
5948,0,Public
5949,277,Public
5950,0,Private
5951,229,Public
5952,0,Public
5953,292,Public
5954,54,Public
5955,21,Public
5956,0,Public
5957,87,Private
5958,60,Private
5959,297,Private
5960,0,Public
5961,0,Public
5962,0,Private
5963,365,Public
5964,188,Public
5965,208,Public
5966,0,Private
5967,0,Public
5968,362,Private
5969,8,Private
5970,0,Public
5971,158,Public
5972,0,Public
5973,217,Private
5974,323,Private
5975,67,Public
5976,0,Private
